"","date","community","age16plus_per"
"5115","12/28/2020","Unincorporated - Pomona",0
"5116","12/28/2020","Unincorporated - Quartz Hill",1
"5117","12/28/2020","Unincorporated - Rancho Dominguez",1
"5118","12/28/2020","Unincorporated - Roosevelt",0
"5119","12/28/2020","Unincorporated - Rosewood",1
"5120","12/28/2020","Unincorporated - Rosewood/East Gardena",1
"5121","12/28/2020","Unincorporated - Rosewood/West Rancho Dominguez",0
"5122","12/28/2020","Unincorporated - Rowland Heights",1
"5123","12/28/2020","Unincorporated - San Francisquito Canyon/Bouquet Canyon",0
"5124","12/28/2020","Unincorporated - San Jose Hills",1
"5125","12/28/2020","Unincorporated - San Pasqual",3
"5126","12/28/2020","Unincorporated - Sand Canyon",2
"5127","12/28/2020","Unincorporated - Santa Catalina Island",0
"5128","12/28/2020","Unincorporated - Santa Monica Mountains",1
"5129","12/28/2020","Unincorporated - Saugus",3
"5130","12/28/2020","Unincorporated - Saugus/Canyon Country",1
"5131","12/28/2020","Unincorporated - South Antelope Valley",0
"5132","12/28/2020","Unincorporated - South El Monte",0
"5133","12/28/2020","Unincorporated - South San Gabriel",1
"5134","12/28/2020","Unincorporated - South Whittier",1
"5135","12/28/2020","Unincorporated - Southeast Antelope Valley",0
"5136","12/28/2020","Unincorporated - Stevenson Ranch",2
"5137","12/28/2020","Unincorporated - Sun Village",0
"5138","12/28/2020","Unincorporated - Sunrise Village",1
"5139","12/28/2020","Unincorporated - Twin Lakes/Oat Mountain",2
"5140","12/28/2020","Unincorporated - Universal City",0
"5141","12/28/2020","Unincorporated - Val Verde",1
"5142","12/28/2020","Unincorporated - Valencia",3
"5143","12/28/2020","Unincorporated - Valinda",1
"5144","12/28/2020","Unincorporated - View Park/Windsor Hills",1
"5145","12/28/2020","Unincorporated - Walnut",NA
"5146","12/28/2020","Unincorporated - Walnut Park",0
"5147","12/28/2020","Unincorporated - West Antelope Valley",1
"5148","12/28/2020","Unincorporated - West Carson",2
"5149","12/28/2020","Unincorporated - West Chatsworth",0
"5150","12/28/2020","Unincorporated - West LA",0
"5151","12/28/2020","Unincorporated - West Puente Valley",1
"5152","12/28/2020","Unincorporated - West Rancho Dominguez",1
"5153","12/28/2020","Unincorporated - West Whittier/Los Nietos",1
"5154","12/28/2020","Unincorporated - Westfield/Academy Hills",3
"5155","12/28/2020","Unincorporated - Westhills",1
"5156","12/28/2020","Unincorporated - White Fence Farms",1
"5157","12/28/2020","Unincorporated - Whittier",2
"5158","12/28/2020","Unincorporated - Whittier Narrows",0
"5159","12/28/2020","Unincorporated - Willowbrook",0
"5160","12/28/2020","Unincorporated - Wiseburn",1
"5161","12/29/2020","City of Agoura Hills",1
"5162","12/29/2020","City of Alhambra",2
"5163","12/29/2020","City of Arcadia",2
"5164","12/29/2020","City of Artesia",1
"5165","12/29/2020","City of Avalon",2
"5166","12/29/2020","City of Azusa",1
"5167","12/29/2020","City of Baldwin Park",1
"5168","12/29/2020","City of Bell",0
"5169","12/29/2020","City of Bell Gardens",0
"5170","12/29/2020","City of Bellflower",1
"5171","12/29/2020","City of Beverly Hills",2
"5172","12/29/2020","City of Bradbury",3
"5173","12/29/2020","City of Burbank",1
"5174","12/29/2020","City of Calabasas",2
"5175","12/29/2020","City of Carson",2
"5176","12/29/2020","City of Cerritos",3
"5177","12/29/2020","City of Claremont",2
"5178","12/29/2020","City of Commerce",1
"5179","12/29/2020","City of Compton",0
"5180","12/29/2020","City of Covina",2
"5181","12/29/2020","City of Cudahy",0
"5182","12/29/2020","City of Culver City",2
"5183","12/29/2020","City of Diamond Bar",2
"5184","12/29/2020","City of Downey",1
"5185","12/29/2020","City of Duarte",2
"5186","12/29/2020","City of El Monte",1
"5187","12/29/2020","City of El Segundo",1
"5188","12/29/2020","City of Gardena",2
"5189","12/29/2020","City of Glendale",1
"5190","12/29/2020","City of Glendora",2
"5191","12/29/2020","City of Hawaiian Gardens",1
"5192","12/29/2020","City of Hawthorne",1
"5193","12/29/2020","City of Hermosa Beach",2
"5194","12/29/2020","City of Hidden Hills",1
"5195","12/29/2020","City of Huntington Park",1
"5196","12/29/2020","City of Industry",2
"5197","12/29/2020","City of Inglewood",1
"5198","12/29/2020","City of Irwindale",1
"5199","12/29/2020","City of La Canada Flintridge",4
"5200","12/29/2020","City of La Habra Heights",2
"5201","12/29/2020","City of La Mirada",2
"5202","12/29/2020","City of La Puente",1
"5203","12/29/2020","City of La Verne",1
"5204","12/29/2020","City of Lakewood",2
"5205","12/29/2020","City of Lancaster",1
"5206","12/29/2020","City of Lawndale",1
"5207","12/29/2020","City of Lomita",1
"5208","12/29/2020","City of Long Beach",1
"5209","12/29/2020","City of Lynwood",1
"5210","12/29/2020","City of Malibu",1
"5211","12/29/2020","City of Manhattan Beach",2
"5212","12/29/2020","City of Maywood",1
"5213","12/29/2020","City of Monrovia",2
"5214","12/29/2020","City of Montebello",1
"5215","12/29/2020","City of Monterey Park",2
"5216","12/29/2020","City of Norwalk",2
"5217","12/29/2020","City of Palmdale",1
"5218","12/29/2020","City of Palos Verdes Estates",3
"5219","12/29/2020","City of Paramount",1
"5220","12/29/2020","City of Pasadena",2
"5221","12/29/2020","City of Pico Rivera",1
"5222","12/29/2020","City of Pomona",1
"5223","12/29/2020","City of Rancho Palos Verdes",2
"5224","12/29/2020","City of Redondo Beach",2
"5225","12/29/2020","City of Rolling Hills",3
"5226","12/29/2020","City of Rolling Hills Estates",3
"5227","12/29/2020","City of Rosemead",1
"5228","12/29/2020","City of San Dimas",2
"5229","12/29/2020","City of San Fernando",1
"5230","12/29/2020","City of San Gabriel",2
"5231","12/29/2020","City of San Marino",3
"5232","12/29/2020","City of Santa Clarita",2
"5233","12/29/2020","City of Santa Fe Springs",1
"5234","12/29/2020","City of Santa Monica",2
"5235","12/29/2020","City of Sierra Madre",2
"5236","12/29/2020","City of Signal Hill",2
"5237","12/29/2020","City of South El Monte",1
"5238","12/29/2020","City of South Gate",1
"5239","12/29/2020","City of South Pasadena",3
"5240","12/29/2020","City of Temple City",2
"5241","12/29/2020","City of Torrance",2
"5242","12/29/2020","City of Vernon",1
"5243","12/29/2020","City of Walnut",2
"5244","12/29/2020","City of West Covina",2
"5245","12/29/2020","City of West Hollywood",1
"5246","12/29/2020","City of Westlake Village",1
"5247","12/29/2020","City of Whittier",2
"5248","12/29/2020","Los Angeles - Adams-Normandie",1
"5249","12/29/2020","Los Angeles - Alsace",1
"5250","12/29/2020","Los Angeles - Angeles National Forest",0
"5251","12/29/2020","Los Angeles - Angelino Heights",1
"5252","12/29/2020","Los Angeles - Arleta",1
"5253","12/29/2020","Los Angeles - Atwater Village",2
"5254","12/29/2020","Los Angeles - Baldwin Hills",1
"5255","12/29/2020","Los Angeles - Bel Air",3
"5256","12/29/2020","Los Angeles - Beverly Crest",2
"5257","12/29/2020","Los Angeles - Beverlywood",2
"5258","12/29/2020","Los Angeles - Boyle Heights",1
"5259","12/29/2020","Los Angeles - Brentwood",3
"5260","12/29/2020","Los Angeles - Brookside",2
"5261","12/29/2020","Los Angeles - Cadillac-Corning",1
"5262","12/29/2020","Los Angeles - Canoga Park",1
"5263","12/29/2020","Los Angeles - Carthay",3
"5264","12/29/2020","Los Angeles - Central",0
"5265","12/29/2020","Los Angeles - Century City",3
"5266","12/29/2020","Los Angeles - Century Palms/Cove",0
"5267","12/29/2020","Los Angeles - Chatsworth",2
"5268","12/29/2020","Los Angeles - Cheviot Hills",3
"5269","12/29/2020","Los Angeles - Chinatown",1
"5270","12/29/2020","Los Angeles - Cloverdale/Cochran",1
"5271","12/29/2020","Los Angeles - Country Club Park",2
"5272","12/29/2020","Los Angeles - Crenshaw District",1
"5273","12/29/2020","Los Angeles - Crestview",2
"5274","12/29/2020","Los Angeles - Del Rey",1
"5275","12/29/2020","Los Angeles - Downtown",2
"5276","12/29/2020","Los Angeles - Eagle Rock",2
"5277","12/29/2020","Los Angeles - East Hollywood",2
"5278","12/29/2020","Los Angeles - Echo Park",1
"5279","12/29/2020","Los Angeles - El Sereno",1
"5280","12/29/2020","Los Angeles - Elysian Park",3
"5281","12/29/2020","Los Angeles - Elysian Valley",1
"5282","12/29/2020","Los Angeles - Encino",2
"5283","12/29/2020","Los Angeles - Exposition",1
"5284","12/29/2020","Los Angeles - Exposition Park",1
"5285","12/29/2020","Los Angeles - Faircrest Heights",1
"5286","12/29/2020","Los Angeles - Figueroa Park Square",0
"5287","12/29/2020","Los Angeles - Florence-Firestone",0
"5288","12/29/2020","Los Angeles - Glassell Park",1
"5289","12/29/2020","Los Angeles - Gramercy Place",0
"5290","12/29/2020","Los Angeles - Granada Hills",2
"5291","12/29/2020","Los Angeles - Green Meadows",0
"5292","12/29/2020","Los Angeles - Hancock Park",2
"5293","12/29/2020","Los Angeles - Harbor City",1
"5294","12/29/2020","Los Angeles - Harbor Gateway",1
"5295","12/29/2020","Los Angeles - Harbor Pines",1
"5296","12/29/2020","Los Angeles - Harvard Heights",0
"5297","12/29/2020","Los Angeles - Harvard Park",1
"5298","12/29/2020","Los Angeles - Highland Park",1
"5299","12/29/2020","Los Angeles - Historic Filipinotown",1
"5300","12/29/2020","Los Angeles - Hollywood",1
"5301","12/29/2020","Los Angeles - Hollywood Hills",1
"5302","12/29/2020","Los Angeles - Hyde Park",1
"5303","12/29/2020","Los Angeles - Jefferson Park",1
"5304","12/29/2020","Los Angeles - Koreatown",1
"5305","12/29/2020","Los Angeles - Lafayette Square",1
"5306","12/29/2020","Los Angeles - Lake Balboa",1
"5307","12/29/2020","Los Angeles - Lakeview Terrace",1
"5308","12/29/2020","Los Angeles - Leimert Park",1
"5309","12/29/2020","Los Angeles - Lincoln Heights",1
"5310","12/29/2020","Los Angeles - Little Armenia",1
"5311","12/29/2020","Los Angeles - Little Bangladesh",1
"5312","12/29/2020","Los Angeles - Little Tokyo",2
"5313","12/29/2020","Los Angeles - Longwood",1
"5314","12/29/2020","Los Angeles - Los Feliz",2
"5315","12/29/2020","Los Angeles - Manchester Square",1
"5316","12/29/2020","Los Angeles - Mandeville Canyon",2
"5317","12/29/2020","Los Angeles - Mar Vista",1
"5318","12/29/2020","Los Angeles - Marina Peninsula",2
