"GEOID","B16004_001E","B16004_001M","B16004_007E","B16004_007M","B16004_008E","B16004_008M","B16004_012E","B16004_012M","B16004_013E","B16004_013M","B16004_017E","B16004_017M","B16004_018E","B16004_018M","B16004_022E","B16004_022M","B16004_023E","B16004_023M","B16004_029E","B16004_029M","B16004_030E","B16004_030M","B16004_034E","B16004_034M","B16004_035E","B16004_035M","B16004_039E","B16004_039M","B16004_040E","B16004_040M","B16004_044E","B16004_044M","B16004_045E","B16004_045M","B16004_051E","B16004_051M","B16004_052E","B16004_052M","B16004_056E","B16004_056M","B16004_057E","B16004_057M","B16004_061E","B16004_061M","B16004_062E","B16004_062M","B16004_066E","B16004_066M","B16004_067E","B16004_067M","B17021_001E","B17021_001M","B17021_002E","B17021_002M","B27010_001E","B27010_001M","B27010_017E","B27010_017M","B27010_033E","B27010_033M","B27010_050E","B27010_050M","B27010_066E","B27010_066M","B03002_001E","B03002_001M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_004E","B03002_004M","B03002_003E","B03002_003M","B03002_012E","B03002_012M","B03002_005E","B03002_005M"
"060374083021",3644,316,10,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,256,97,120,94,0,12,0,12,99,89,12,17,0,12,0,12,36,44,71,62,0,12,0,12,9,15,15,25,0,12,0,12,3836,327,163,139,3836,327,57,86,42,36,215,102,53,61,3836,327,615,128,0,12,0,12,274,106,2898,315,0,12
"060374085033",3812,526,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,44,0,12,12,17,0,12,234,120,101,87,0,12,0,12,10,18,0,12,11,16,0,12,220,141,7,11,0,12,0,12,4109,623,155,66,4109,623,0,12,12,19,58,81,0,12,4109,623,2105,511,0,12,114,115,666,172,1167,377,22,32
"060374085032",884,265,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,0,12,4,7,0,12,0,12,0,12,8,13,0,12,0,12,0,12,16,27,6,10,0,12,0,12,925,287,4,19,925,287,0,12,0,12,5,10,0,12,925,287,182,131,16,24,0,12,156,64,571,257,0,12
"060374085031",1501,358,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,13,0,12,0,12,0,12,79,50,4,8,0,12,0,12,0,12,0,12,0,12,0,12,48,39,0,12,0,12,0,12,1628,425,79,62,1639,427,11,17,12,16,0,12,0,12,1639,427,688,315,0,12,0,12,304,184,523,275,0,12
"060374086241",1909,316,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,30,0,12,0,12,0,12,159,71,59,56,0,12,0,12,6,12,0,12,0,12,0,12,96,54,83,65,0,12,0,12,2014,332,133,80,2001,333,14,21,39,37,74,68,17,18,2014,332,1363,232,0,12,0,12,137,84,485,217,0,12
"060374086242",915,260,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,86,0,12,0,12,0,12,1,2,0,12,0,12,0,12,44,41,0,12,0,12,0,12,939,263,60,58,939,263,9,14,8,14,33,34,0,12,944,263,582,178,0,12,1,4,107,68,254,165,0,12
"060374800123",1722,344,0,12,10,16,0,12,0,12,7,11,0,12,0,12,0,12,42,44,0,12,0,12,0,12,92,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,50,65,53,0,12,0,12,1926,410,163,105,1926,410,7,11,23,32,36,30,0,12,1926,410,1110,379,0,12,0,12,449,175,367,145,0,12
"060374800121",1399,313,35,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,47,0,12,0,12,179,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,23,0,12,0,12,0,12,1483,342,106,73,1483,342,0,12,39,48,16,24,0,12,1483,342,839,265,0,12,40,54,198,103,372,231,0,12
"060374800124",823,223,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,105,85,41,36,0,12,0,12,912,253,55,46,912,253,0,12,17,24,25,28,0,12,912,253,715,248,0,12,11,18,110,76,76,46,0,12
"060374037031",1788,341,0,12,0,12,0,12,0,12,3,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,11,0,12,0,12,0,12,0,12,0,12,0,12,4,12,0,12,0,12,0,12,1843,351,90,74,1843,351,0,12,27,38,0,12,0,12,1843,351,216,141,0,12,35,25,687,244,881,315,0,12
"060374052013",1063,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,105,65,23,37,0,12,0,12,44,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,1138,284,253,175,1138,284,13,21,54,52,60,60,0,12,1138,284,145,120,0,12,0,12,32,50,961,312,0,12
"060374052012",1849,389,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,38,74,66,0,12,0,12,98,78,0,12,0,12,0,12,12,19,65,75,2,5,0,12,23,35,0,12,0,12,0,12,2008,438,104,102,2008,438,0,12,25,39,57,57,0,12,2008,438,352,179,0,12,46,68,54,36,1520,434,12,21
"060374052022",3290,677,0,12,6,9,0,12,0,12,10,16,0,12,0,12,0,12,186,131,210,160,0,12,0,12,103,68,42,38,0,12,0,12,45,38,49,47,0,12,0,12,15,23,73,86,0,12,0,12,3435,703,672,283,3435,703,12,19,148,119,154,133,0,12,3435,703,435,205,0,12,91,90,108,82,2743,656,37,59
"060371881001",1662,335,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,50,17,26,0,12,0,12,0,12,0,12,0,12,30,38,12,23,0,12,0,12,0,12,0,12,0,12,0,12,1714,361,198,86,1714,361,0,12,38,43,22,34,7,12,1714,361,60,34,0,12,35,46,615,164,812,344,0,12
"060371881003",1289,374,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,150,120,50,59,0,12,0,12,8,11,0,12,0,12,0,12,38,45,46,45,0,12,7,12,0,12,0,12,0,12,0,12,1359,422,108,123,1359,422,0,12,177,216,92,94,0,12,1359,422,63,34,0,12,23,37,183,114,1058,411,0,12
"060371893002",1108,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,60,0,12,19,24,0,12,11,15,0,12,0,12,0,12,1226,222,78,73,1226,222,0,12,46,43,33,47,0,12,1226,222,212,96,0,12,0,12,837,239,147,121,0,12
"060371893001",1123,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,21,0,12,0,12,0,12,1183,188,21,32,1183,188,0,12,0,12,0,12,0,12,1183,188,71,52,0,12,53,49,1003,198,47,57,0,12
"060371898003",1344,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,77,0,12,0,12,0,12,1344,271,225,126,1324,271,0,12,0,12,18,30,0,12,1344,271,31,35,0,12,12,21,831,248,375,209,0,12
"060371898001",1524,297,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1514,295,226,131,1514,295,0,12,35,38,69,52,0,12,1524,297,29,33,0,12,199,173,1029,288,196,149,0,12
"060371348003",1319,397,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,46,12,20,0,12,9,14,0,12,0,12,0,12,0,12,0,12,48,66,9,13,0,12,6,10,0,12,0,12,0,12,1355,406,90,68,1355,406,0,12,0,12,32,32,0,12,1355,406,231,202,0,12,12,18,526,293,575,267,0,12
"060371348001",1632,402,0,12,0,12,0,12,0,12,15,19,0,12,0,12,0,12,55,64,15,28,14,23,0,12,84,84,38,49,0,12,0,12,0,12,8,15,10,16,0,12,0,12,0,12,0,12,0,12,1630,396,133,130,1645,402,11,18,25,34,43,49,0,12,1645,402,412,244,0,12,32,35,484,174,678,340,0,12
"060371348002",1632,550,43,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,145,108,0,12,0,12,0,12,32,52,0,12,0,12,0,12,25,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1716,564,426,500,1716,564,0,12,23,28,36,43,0,12,1716,564,313,192,0,12,125,147,373,197,876,504,0,12
"060371348005",672,232,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12,56,50,45,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,705,246,172,159,705,246,22,26,24,38,32,42,0,12,705,246,118,134,0,12,0,12,207,147,355,224,0,12
"060371349012",791,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,878,224,86,135,878,224,8,13,19,21,0,12,0,12,878,224,47,50,0,12,139,188,648,182,18,16,0,12
"060371349011",1354,284,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,33,38,13,21,0,12,0,12,0,12,0,12,0,12,8,14,15,24,23,19,0,12,0,12,0,12,0,12,0,12,1377,289,314,336,1377,289,13,20,14,23,96,85,0,12,1377,289,134,90,0,12,26,40,612,168,596,311,0,12
"060371374013",1927,301,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,2094,331,181,154,2094,331,21,34,0,12,51,67,0,12,2094,331,174,131,0,12,46,58,1558,295,300,151,0,12
"060371374011",970,230,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,44,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1105,265,0,12,1105,265,0,12,54,47,10,15,0,12,1105,265,181,164,0,12,11,19,577,189,238,160,0,12
"060371374021",2329,458,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,50,0,12,0,12,0,12,0,12,0,12,3,8,0,12,18,28,19,30,14,24,7,8,0,12,0,12,2450,486,134,81,2450,486,0,12,0,12,137,113,1,4,2519,482,104,65,0,12,27,48,1958,390,383,245,0,12
"060371374023",1521,466,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1665,542,10,17,1665,542,0,12,0,12,0,12,0,12,1665,542,123,96,0,12,139,182,924,335,374,464,0,12
"060371392001",1070,343,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,110,0,12,0,12,0,12,10,23,0,12,0,12,0,12,0,12,34,52,0,12,0,12,51,82,0,12,1258,384,26,35,1258,384,0,12,0,12,0,12,0,12,1258,384,389,146,0,12,0,12,760,371,109,122,0,12
"060371392002",1135,454,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1293,508,157,163,1293,508,0,12,0,12,44,50,0,12,1293,508,101,171,0,12,0,12,840,364,352,367,0,12
"060375300061",3001,297,28,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,94,53,46,36,29,41,0,12,25,21,0,12,11,16,0,12,0,12,0,12,1,6,0,12,58,43,31,36,0,12,21,32,3266,322,571,260,3266,322,47,63,218,98,113,63,0,12,3271,323,817,187,0,12,1,2,371,144,2010,307,0,12
"060375306012",914,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,20,28,37,0,12,0,12,0,12,0,12,0,12,0,12,73,42,36,29,0,12,0,12,0,12,0,12,0,12,0,12,946,208,109,75,946,208,0,12,31,48,27,25,0,12,946,208,6,10,0,12,0,12,48,33,892,216,0,12
"060375311021",2168,299,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,192,97,96,70,0,12,0,12,0,12,0,12,0,12,0,12,125,39,57,33,0,12,0,12,0,12,0,12,0,12,0,12,2313,310,423,206,2313,310,0,12,22,19,165,93,0,12,2313,310,15,23,3,5,0,12,10,13,2285,317,0,12
"060375316023",2039,409,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,249,119,100,76,0,12,0,12,0,12,0,12,0,12,0,12,100,59,69,52,0,12,0,12,0,12,0,12,0,12,0,12,2242,437,874,357,2249,440,0,12,104,67,113,65,0,12,2249,440,0,12,0,12,7,11,40,39,2202,440,0,12
"060375316022",1101,405,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,171,86,45,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,29,0,12,0,12,0,12,0,12,0,12,0,12,1187,436,299,178,1187,436,15,25,66,76,143,99,0,12,1187,436,0,12,0,12,0,12,7,12,1120,391,60,98
"060375317021",955,548,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,71,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,79,59,17,28,0,12,0,12,0,12,0,12,0,12,0,12,978,561,17,28,978,561,19,31,22,35,0,12,0,12,978,561,0,12,0,12,0,12,0,12,978,561,0,12
"060375317022",1038,357,21,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,102,70,39,43,0,12,0,12,0,12,0,12,0,12,0,12,49,41,7,11,0,12,0,12,0,12,0,12,0,12,0,12,1147,397,444,334,1147,397,0,12,0,12,68,61,21,35,1147,397,27,46,0,12,0,12,3,12,1117,397,0,12
"060375317024",927,334,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,165,82,21,29,0,12,0,12,0,12,0,12,0,12,0,12,32,30,12,18,0,12,0,12,0,12,0,12,0,12,0,12,953,340,157,184,953,340,18,27,130,87,204,131,0,12,953,340,0,12,0,12,0,12,21,33,932,334,0,12
"060375319022",2052,466,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,393,169,182,137,0,12,0,12,0,12,0,12,0,12,0,12,16,19,42,39,0,12,0,12,0,12,0,12,0,12,0,12,2213,517,449,297,2213,517,0,12,136,115,144,102,0,12,2213,517,18,28,0,12,0,12,43,41,2152,518,0,12
"060372147002",586,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,35,0,12,19,29,0,12,0,12,0,12,0,12,0,12,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,604,135,84,60,604,135,0,12,0,12,30,34,6,10,604,135,48,49,0,12,0,12,417,114,124,147,11,16
"060372168002",1321,307,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,93,0,12,28,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1507,328,51,47,1498,326,0,12,68,66,151,87,0,12,1507,328,170,208,0,12,111,87,716,242,406,222,0,12
"060372168003",360,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,403,154,9,14,403,154,0,12,9,14,0,12,0,12,403,154,51,53,0,12,66,54,213,99,34,30,0,12
"060372168004",548,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,583,117,56,50,583,117,0,12,10,15,0,12,0,12,583,117,28,38,0,12,14,22,454,111,53,55,0,12
"060372172002",843,221,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,62,68,25,39,0,12,0,12,0,12,0,12,0,12,0,12,22,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,924,273,126,107,924,273,53,65,114,73,61,63,0,12,924,273,7,11,0,12,185,98,139,76,535,272,0,12
"060372172003",1329,409,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,115,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1365,417,134,126,1365,417,0,12,34,49,224,148,0,12,1365,417,88,55,0,12,310,147,307,167,594,387,36,56
"060372172004",900,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,82,85,98,0,12,0,12,7,12,0,12,0,12,0,12,0,12,18,26,0,12,0,12,0,12,0,12,8,13,0,12,944,264,80,66,944,264,0,12,75,88,115,76,7,13,944,264,101,70,0,12,257,133,165,68,401,236,0,12
"060372218101",1433,211,15,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,128,68,26,23,0,12,0,12,6,9,0,12,0,12,0,12,27,25,15,19,0,12,0,12,0,12,0,12,0,12,0,12,1476,216,493,213,1476,216,47,45,60,50,117,50,0,12,1476,216,94,100,6,9,230,123,39,27,1105,211,0,12
"060374033191",1909,328,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,145,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,38,0,12,0,12,0,12,2035,337,232,175,2035,337,29,45,56,89,96,107,0,12,2035,337,969,326,0,12,196,179,409,207,348,156,8,12
"060374034084",936,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,97,94,45,58,0,12,0,12,0,12,0,12,0,12,0,12,12,19,38,47,0,12,0,12,958,290,35,42,958,290,0,12,12,19,0,12,0,12,958,290,616,298,0,12,9,14,133,106,190,166,0,12
"060374034082",1042,275,0,12,0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,5,10,0,12,29,29,8,14,0,12,0,12,7,11,0,12,10,15,0,12,42,49,0,12,0,12,0,12,1061,270,55,68,1061,270,18,32,0,12,37,44,0,12,1061,270,576,160,0,12,114,163,195,153,51,57,0,12
"060374034085",1308,323,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,51,7,10,0,12,0,12,0,12,0,12,0,12,0,12,23,25,7,12,0,12,0,12,1308,323,25,34,1308,323,0,12,37,56,13,21,0,12,1308,323,843,344,0,12,122,92,59,43,242,158,0,12
"060374049022",2178,339,54,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,113,55,60,40,0,12,0,12,104,40,13,14,0,12,0,12,23,17,91,63,0,12,0,12,27,25,44,39,0,12,0,12,2260,347,300,219,2260,347,0,12,65,32,92,56,32,49,2260,347,695,181,0,12,2,9,94,67,1461,332,0,12
"060374052031",3292,304,16,23,13,14,0,12,0,12,0,12,0,12,0,12,0,12,244,87,91,79,0,12,0,12,72,50,99,89,0,12,0,12,103,58,42,36,0,12,0,12,20,18,56,61,0,12,0,12,3553,304,474,335,3588,296,139,100,159,70,290,101,0,12,3638,298,725,251,0,12,25,28,355,178,2510,391,0,12
"060374054003",1177,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,73,10,16,0,12,0,12,0,12,0,12,0,12,0,12,53,49,3,6,0,12,0,12,3,6,0,12,0,12,0,12,1173,329,49,58,1173,329,0,12,26,29,21,23,0,12,1212,329,115,88,24,38,75,83,258,114,718,305,0,12
"060374054001",1472,343,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,32,67,109,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1523,364,63,83,1523,364,0,12,0,12,0,12,0,12,1523,364,64,64,11,20,0,12,187,152,1261,368,0,12
"060374061022",594,320,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,646,358,151,204,646,358,0,12,0,12,11,19,0,12,646,358,98,111,0,12,0,12,176,177,372,238,0,12
"060374061023",1639,360,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,52,78,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1917,453,255,203,1917,453,12,22,67,69,94,73,0,12,1917,453,23,30,0,12,0,12,136,93,1735,436,15,24
"060377017013",291,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,14,16,29,37,0,12,0,12,0,12,0,12,291,90,64,43,291,90,0,12,0,12,20,32,0,12,291,90,16,18,0,12,0,12,219,75,56,61,0,12
"060377022011",795,228,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,12,19,0,12,0,12,0,12,0,12,0,12,0,12,804,232,36,52,804,232,0,12,19,27,0,12,0,12,804,232,59,57,0,12,0,12,613,209,113,113,0,12
"060377022015",724,206,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,773,239,27,30,773,239,0,12,34,56,0,12,0,12,773,239,48,35,0,12,0,12,684,238,25,21,0,12
"060377027002",1057,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1113,172,44,36,1113,172,0,12,0,12,19,26,0,12,1113,172,206,78,0,12,11,15,538,122,215,114,0,12
"060377027001",895,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,953,177,29,49,953,177,0,12,0,12,0,12,0,12,953,177,92,40,0,12,52,58,417,107,271,139,0,12
"060377027003",493,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,9,13,0,12,0,12,0,12,515,170,19,22,515,170,0,12,9,14,0,12,0,12,515,170,35,32,0,12,13,20,336,135,100,77,0,12
"060377027004",817,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,846,165,84,52,854,167,0,12,0,12,24,31,0,12,854,167,215,93,0,12,9,15,474,118,120,99,0,12
"060377028012",1328,443,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,27,42,0,12,7,28,25,25,0,12,0,12,0,12,0,12,0,12,0,12,7,29,0,12,0,12,0,12,1328,443,154,102,1328,443,0,12,13,23,126,115,0,12,1328,443,154,146,0,12,55,83,681,242,375,337,0,12
"060377028011",2086,481,41,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,95,95,0,12,0,12,0,12,0,12,0,12,68,102,0,12,0,12,0,12,0,12,0,12,38,59,0,12,0,12,0,12,2169,494,289,203,2169,494,0,12,117,87,11,20,8,18,2169,494,549,240,0,12,92,99,510,206,963,403,8,17
"060377028013",1118,306,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,41,0,12,0,12,1182,319,39,62,1182,319,0,12,30,47,45,72,0,12,1182,319,188,141,0,12,31,34,591,165,278,264,0,12
"060379012051",3715,703,23,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,114,80,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,38,0,12,0,12,0,12,0,12,0,12,0,12,3904,743,546,419,3938,757,40,68,25,32,86,65,45,40,3990,756,238,163,0,12,832,519,1185,391,1644,603,0,12
"060371112043",1733,386,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,41,65,0,12,0,12,7,11,0,12,0,12,0,12,1788,398,16,24,1788,398,24,37,0,12,38,43,0,12,1788,398,392,217,0,12,65,88,962,256,369,216,0,12
"060371112041",2444,394,2,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,19,0,12,0,12,0,12,0,12,0,12,19,24,0,12,19,21,0,12,16,26,0,12,2588,473,25,21,2588,473,0,12,0,12,16,19,0,12,2588,473,527,171,0,12,68,72,1487,299,367,304,0,12
"060375359014",1198,363,27,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,138,78,62,68,0,12,0,12,0,12,0,12,0,12,0,12,20,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1283,432,193,169,1283,432,0,12,0,12,0,12,0,12,1283,432,0,12,0,12,0,12,6,11,1277,433,0,12
"060375359011",1161,397,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,66,45,43,0,12,0,12,0,12,0,12,0,12,0,12,47,65,17,27,0,12,0,12,0,12,0,12,0,12,0,12,1195,407,0,12,1195,407,19,28,15,25,34,40,0,12,1195,407,0,12,0,12,0,12,24,37,1171,409,0,12
"060375416032",1650,312,10,14,18,18,0,12,0,12,0,12,0,12,0,12,0,12,158,76,40,33,0,12,0,12,0,12,0,12,0,12,0,12,23,17,12,15,0,12,0,12,0,12,0,12,0,12,0,12,1757,349,430,180,1768,353,32,39,80,50,190,98,0,12,1768,353,0,12,0,12,274,156,12,17,1459,344,0,12
"060375416041",2097,445,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,47,85,63,0,12,0,12,0,12,0,12,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2306,495,388,253,2318,494,0,12,78,69,103,62,0,12,2318,494,0,12,0,12,158,118,7,9,2146,485,0,12
"060375425012",1903,539,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,242,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,44,55,61,0,12,0,12,0,12,0,12,0,12,0,12,2088,593,669,474,2088,593,22,33,159,190,176,164,0,12,2088,593,12,21,0,12,1028,530,0,12,1019,416,0,12
"060375425011",2578,611,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,98,52,56,61,0,12,0,12,0,12,0,12,0,12,0,12,32,49,16,24,0,12,0,12,0,12,0,12,0,12,0,12,2803,733,691,368,2803,733,14,22,72,63,90,69,0,12,2803,733,0,12,0,12,1244,440,0,12,1081,392,0,12
"060375415004",2560,653,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,375,192,101,106,0,12,0,12,0,12,0,12,0,12,0,12,28,43,24,30,0,12,0,12,0,12,0,12,0,12,0,12,2729,675,437,287,2821,705,87,139,124,156,256,148,0,12,2821,705,0,12,0,12,945,494,19,31,1857,659,0,12
"060375424011",1016,344,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,38,57,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1065,379,423,318,1065,379,0,12,133,95,0,12,0,12,1065,379,30,46,0,12,686,284,0,12,327,265,0,12
"060375424012",1886,440,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,193,128,122,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,48,0,12,0,12,0,12,0,12,0,12,0,12,1946,462,384,295,1972,460,0,12,73,77,134,90,0,12,1981,461,15,25,102,163,478,252,1,2,1348,473,0,12
"060375424014",1141,314,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,47,61,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1251,336,274,188,1251,336,5,9,103,86,69,68,0,12,1251,336,11,17,0,12,318,164,32,61,881,325,0,12
