"GEOID","community"
"060374040001","City of Azusa"
"060374040002","City of Azusa"
"060374040003","Unincorporated - Azusa"
"060374040004","Unincorporated - Azusa"
"060374041001","Unincorporated - Azusa"
"060374041002","Unincorporated - Azusa"
"060374041003","Unincorporated - Azusa"
"060374041004","Unincorporated - Azusa"
"060374042011","City of Azusa"
"060374042012","City of Azusa"
"060374042021","City of Azusa"
"060374042022","Unincorporated - Azusa"
"060374043011","City of Azusa"
"060374043012","City of Azusa"
"060374043013","City of Azusa"
"060374043014","City of Azusa"
"060374043021","City of Azusa"
"060374043022","City of Azusa"
"060374044011","City of Azusa"
"060374044012","City of Azusa"
"060374044013","City of Azusa"
"060374044021","City of Azusa"
"060374044022","City of Azusa"
"060374044023","City of Azusa"
"060374044024","City of Azusa"
"060374045011","City of Azusa"
"060374045031","City of Azusa"
"060374045041","City of Azusa"
"060374045042","City of Azusa"
"060374046001","City of Irwindale"
"060374046002","City of Irwindale"
"060374047011","City of Baldwin Park"
"060374047012","City of Baldwin Park"
"060374047013","City of Baldwin Park"
"060374047014","City of Baldwin Park"
"060374047021","City of Baldwin Park"
"060374047022","City of Baldwin Park"
"060374047023","City of Baldwin Park"
"060374047031","City of Baldwin Park"
"060374047032","City of Baldwin Park"
"060374048011","City of Baldwin Park"
"060374048012","City of Baldwin Park"
"060374048013","City of Baldwin Park"
"060374048014","City of Baldwin Park"
"060374048021","City of Baldwin Park"
"060374048022","City of Baldwin Park"
"060374048031","City of Baldwin Park"
"060374049011","City of Baldwin Park"
"060374049012","City of Baldwin Park"
"060374049013","City of Baldwin Park"
"060374049021","City of Baldwin Park"
"060374049022","City of Baldwin Park"
"060374049031","City of Baldwin Park"
"060374049032","City of Baldwin Park"
"060374050011","City of Baldwin Park"
"060374050012","City of Baldwin Park"
"060374050013","City of Baldwin Park"
"060374050021","City of Baldwin Park"
"060374050022","City of Baldwin Park"
"060374051011","City of Baldwin Park"
"060374051012","City of Baldwin Park"
"060374051013","City of Baldwin Park"
"060374051021","City of Baldwin Park"
"060374051022","City of Baldwin Park"
"060374052011","City of Baldwin Park"
"060374052012","City of Baldwin Park"
"060374052013","City of Baldwin Park"
"060374052021","City of Baldwin Park"
"060374052022","City of Baldwin Park"
"060374052031","City of Baldwin Park"
"060374053011","City of West Covina"
"060374053012","City of West Covina"
"060374053021","City of West Covina"
"060374053022","City of West Covina"
"060374053023","City of West Covina"
"060374053024","City of West Covina"
"060374053025","City of West Covina"
"060374054001","Unincorporated - Covina"
"060374054002","Unincorporated - Covina"
"060374054003","Unincorporated - Covina"
"060374054004","Unincorporated - Covina"
"060374055001","City of West Covina"
"060374055002","City of West Covina"
"060374055003","City of West Covina"
"060374055004","City of West Covina"
"060374055005","City of West Covina"
"060374055006","City of West Covina"
"060374056001","City of West Covina"
"060374056002","City of West Covina"
"060374056003","City of West Covina"
"060374056004","City of West Covina"
"060374056005","City of West Covina"
"060374057011","Unincorporated - Covina"
"060374057012","City of Covina"
"060374057013","Unincorporated - Covina"
"060374057021","City of Covina"
"060374057022","City of Covina"
"060374058001","City of Covina"
"060374058002","City of Covina"
"060374058003","Unincorporated - Covina"
"060374059001","City of Covina"
"060374059002","City of Covina"
"060374060001","Unincorporated - Covina (Charter Oak)"
"060374060002","Unincorporated - Covina (Charter Oak)"
"060374060003","City of Covina"
"060374060004","City of Covina"
"060374061011","City of Covina"
"060374061012","City of Covina"
"060374061013","City of Covina"
"060374061021","City of Covina"
"060374061022","City of Covina"
"060374061023","City of Covina"
"060374061024","City of Covina"
"060374062001","City of West Covina"
"060374062002","City of West Covina"
"060374062003","City of West Covina"
"060374063001","City of West Covina"
"060374063002","City of West Covina"
"060374064021","City of West Covina"
"060374064022","City of West Covina"
"060374064023","City of West Covina"
"060374064111","City of West Covina"
"060374064112","City of West Covina"
"060374064121","City of West Covina"
"060374064122","City of West Covina"
"060374065001","City of West Covina"
"060374065002","City of West Covina"
"060374065003","City of West Covina"
"060374065004","City of West Covina"
"060374065005","City of West Covina"
"060374066011","City of West Covina"
"060374066012","City of West Covina"
"060374066013","City of West Covina"
"060374066021","City of West Covina"
"060374066022","City of West Covina"
"060374066023","City of West Covina"
"060374066024","City of West Covina"
"060374067011","City of West Covina"
"060374067012","City of West Covina"
"060374067013","City of West Covina"
"060374067021","City of West Covina"
"060374067022","City of West Covina"
"060374067023","City of West Covina"
"060374067024","City of West Covina"
"060374068001","City of West Covina"
"060374068002","City of West Covina"
"060374068003","City of West Covina"
"060374069011","City of West Covina"
"060374069012","Unincorporated - Bassett"
"060374069013","Unincorporated - Bassett"
"060374069021","Unincorporated - Bassett"
"060374069022","Unincorporated - Bassett"
"060374069023","City of West Covina"
"060374070011","Unincorporated - Bassett"
"060374070012","Unincorporated - Bassett"
"060374070013","Unincorporated - Bassett"
"060374070021","Unincorporated - Bassett"
"060374070022","City of Industry"
"060374071011","City of La Puente"
"060374071012","City of La Puente"
"060374071013","City of La Puente"
"060374071014","City of La Puente"
"060374071021","City of La Puente"
"060374071022","City of La Puente"
"060374071023","City of La Puente"
"060374072001","City of La Puente"
"060374072002","City of La Puente"
"060374072003","City of La Puente"
"060374072004","City of La Puente"
"060374072005","City of La Puente"
"060374073011","Unincorporated - West Puente Valley"
"060374073012","Unincorporated - West Puente Valley"
"060374073013","Unincorporated - West Puente Valley"
"060374073014","Unincorporated - West Puente Valley"
"060374073021","Unincorporated - West Puente Valley"
"060374073022","Unincorporated - West Puente Valley"
"060374073023","Unincorporated - West Puente Valley"
"060374074001","City of West Covina"
"060374075011","City of La Puente"
"060374075012","Unincorporated - Valinda"
"060374075013","Unincorporated - Valinda"
"060374075021","Unincorporated - Valinda"
"060374075022","Unincorporated - Valinda"
"060374075023","Unincorporated - Valinda"
"060374076011","City of La Puente"
"060374076012","City of La Puente"
"060374076013","City of La Puente"
"060374076021","City of La Puente"
"060374076022","City of La Puente"
"060374076023","City of La Puente"
"060374076024","City of La Puente"
"060374077011","City of La Puente"
"060374077012","City of La Puente"
"060374077013","City of La Puente"
"060374077021","City of La Puente"
"060374077022","City of La Puente"
"060374077023","City of La Puente"
"060374078011","Unincorporated - Valinda"
"060374078012","Unincorporated - Valinda"
"060374078013","Unincorporated - Valinda"
"060374078021","City of Industry"
"060374078022","Unincorporated - Valinda"
"060374079001","Unincorporated - Valinda"
"060374079002","Unincorporated - Valinda"
"060374080031","Unincorporated - Valinda"
"060374080032","City of West Covina"
"060374080041","City of West Covina"
"060374080051","City of West Covina"
"060374080052","City of West Covina"
"060374080053","City of West Covina"
"060374080061","City of West Covina"
"060374081331","City of West Covina"
"060374081332","City of West Covina"
"060374081333","City of West Covina"
"060374081341","City of West Covina"
"060374081351","City of West Covina"
"060374081352","City of West Covina"
"060374081361","City of West Covina"
"060374081362","City of West Covina"
"060374081371","City of West Covina"
"060374081372","City of West Covina"
"060374081381","Unincorporated - San Jose Hills"
"060374081382","Unincorporated - San Jose Hills"
"060374081391","Unincorporated - San Jose Hills"
"060374081392","Unincorporated - San Jose Hills"
"060374081401","Unincorporated - San Jose Hills"
"060374081402","Unincorporated - San Jose Hills"
"060374081411","Unincorporated - San Jose Hills"
"060374081412","Unincorporated - San Jose Hills"
"060374082021","City of Industry"
"060374082022","City of Industry"
"060374082111","City of Industry"
"060374082112","Unincorporated - Rowland Heights"
"060374082113","Unincorporated - Rowland Heights"
"060374082121","Unincorporated - Rowland Heights"
"060374082122","Unincorporated - Rowland Heights"
"060374083011","Unincorporated - Avocado Heights"
"060374083012","Unincorporated - Avocado Heights"
"060374083021","Unincorporated - North Whittier"
"060374083031","Unincorporated - North Whittier"
"060374084011","Unincorporated - Hacienda Heights"
"060374084012","Unincorporated - Hacienda Heights"
"060374084021","Unincorporated - Hacienda Heights"
"060374084022","Unincorporated - Hacienda Heights"
"060374084023","Unincorporated - Hacienda Heights"
"060374085011","Unincorporated - Hacienda Heights"
"060374085031","Unincorporated - Hacienda Heights"
"060374085032","Unincorporated - Hacienda Heights"
"060374085033","Unincorporated - Hacienda Heights"
"060374085041","Unincorporated - Hacienda Heights"
"060374085042","Unincorporated - Hacienda Heights"
"060374085043","Unincorporated - Hacienda Heights"
"060374085051","Unincorporated - Hacienda Heights"
"060374085052","Unincorporated - Hacienda Heights"
"060374086231","Unincorporated - Hacienda Heights"
"060374086241","Unincorporated - Hacienda Heights"
"060374086242","Unincorporated - Hacienda Heights"
"060374086251","Unincorporated - Hacienda Heights"
"060374086252","Unincorporated - Hacienda Heights"
"060374086253","Unincorporated - Hacienda Heights"
"060374086261","Unincorporated - Rowland Heights"
"060374086262","Unincorporated - Rowland Heights"
"060374086263","Unincorporated - Rowland Heights"
"060374086271","Unincorporated - Rowland Heights"
"060374086272","Unincorporated - Rowland Heights"
"060374086281","Unincorporated - Hacienda Heights"
"060374086282","Unincorporated - Hacienda Heights"
"060374086283","Unincorporated - Hacienda Heights"
"060374086291","Unincorporated - Hacienda Heights"
"060374086292","Unincorporated - Hacienda Heights"
"060374086301","Unincorporated - Hacienda Heights"
"060374086302","Unincorporated - Hacienda Heights"
"060374086311","Unincorporated - Hacienda Heights"
"060374086312","Unincorporated - Hacienda Heights"
"060374086313","Unincorporated - Hacienda Heights"
"060374087031","Unincorporated - Rowland Heights"
"060374087032","Unincorporated - Rowland Heights"
"060374087041","Unincorporated - Rowland Heights"
"060374087051","Unincorporated - Rowland Heights"
"060374087052","Unincorporated - Rowland Heights"
"060374087053","Unincorporated - Rowland Heights"
"060374087061","Unincorporated - Rowland Heights"
"060374087221","Unincorporated - Rowland Heights"
"060374087222","Unincorporated - Rowland Heights"
"060374087231","Unincorporated - Rowland Heights"
"060374087241","Unincorporated - Rowland Heights"
"060374087242","Unincorporated - Rowland Heights"
"060374088001","City of Pomona"
"060374088002","City of Pomona"
"060374088003","City of Pomona"
"060374300021","City of Duarte"
"060374300022","City of Duarte"
"060374300023","City of Duarte"
"060374300024","City of Duarte"
"060374300025","City of Duarte"
"060374300031","City of Duarte"
"060374300032","City of Duarte"
"060374300033","City of Duarte"
"060374300034","City of Duarte"
"060374301011","City of Duarte"
"060374301012","City of Duarte"
"060374301013","City of Duarte"
"060374301014","City of Duarte"
"060374301021","City of Duarte"
"060374301022","City of Duarte"
"060374301023","City of Duarte"
"060374302001","City of Bradbury"
"060374303011","City of Monrovia"
"060374303012","City of Monrovia"
"060374303013","City of Monrovia"
"060374303014","City of Monrovia"
"060374303021","City of Monrovia"
"060374303022","City of Monrovia"
"060374303023","City of Monrovia"
"060374303024","City of Monrovia"
"060374303025","City of Monrovia"
"060374304001","City of Arcadia"
"060374304002","City of Arcadia"
"060374304003","City of Arcadia"
"060374304004","City of Arcadia"
"060374305011","City of Sierra Madre"
"060374305012","City of Sierra Madre"
"060374305013","City of Sierra Madre"
"060374305014","City of Sierra Madre"
"060374305021","City of Sierra Madre"
"060374305022","City of Sierra Madre"
"060374305023","City of Sierra Madre"
"060374305024","City of Sierra Madre"
"060374305025","City of Sierra Madre"
"060374305026","City of Sierra Madre"
"060374306001","City of Arcadia"
"060374306002","City of Arcadia"
"060374306003","City of Arcadia"
"060374306004","City of Arcadia"
"060374307011","City of Arcadia"
"060374307012","City of Arcadia"
"060374307013","City of Arcadia"
"060374307014","City of Arcadia"
"060374307211","City of Arcadia"
"060374307212","City of Arcadia"
"060374307213","City of Arcadia"
"060374307231","City of Arcadia"
"060374307232","City of Arcadia"
"060374307241","City of Arcadia"
"060374307242","City of Arcadia"
"060374308011","City of Arcadia"
"060374308012","City of Arcadia"
"060374308013","City of Arcadia"
"060374308014","City of Arcadia"
"060374308021","City of Arcadia"
"060374308022","City of Arcadia"
"060374308023","City of Arcadia"
"060374308024","City of Arcadia"
"060374308031","City of Arcadia"
"060374308032","City of Arcadia"
"060374308033","City of Arcadia"
"060374308034","City of Arcadia"
"060374308035","City of Arcadia"
"060374309011","City of Monrovia"
"060374309012","City of Monrovia"
"060374309013","City of Monrovia"
"060374309021","City of Monrovia"
"060374309022","City of Monrovia"
"060374309023","City of Monrovia"
"060374310011","City of Monrovia"
"060374310012","City of Monrovia"
"060374310013","City of Monrovia"
"060374310014","City of Monrovia"
"060374310021","City of Monrovia"
"060374310022","City of Monrovia"
"060374311001","City of Monrovia"
"060374311002","City of Monrovia"
"060374311003","City of Monrovia"
"060374311004","City of Monrovia"
"060374311005","City of Monrovia"
"060374312001","Unincorporated - Duarte"
"060374312002","Unincorporated - Duarte"
"060374312003","Unincorporated - Duarte"
"060374312004","Unincorporated - Monrovia"
"060374313001","Unincorporated - Monrovia"
"060374313002","Unincorporated - Monrovia"
"060374314001","Unincorporated - Arcadia"
"060374314002","Unincorporated - Arcadia"
"060374314003","City of Monrovia"
"060374314004","Unincorporated - Arcadia"
"060374315011","City of El Monte"
"060374315012","City of Temple City"
"060374315013","City of Temple City"
"060374315021","Unincorporated - Arcadia"
"060374315022","City of Arcadia"
"060374315023","Unincorporated - Arcadia"
"060374315024","Unincorporated - Arcadia"
"060374316001","City of Arcadia"
"060374316002","City of Arcadia"
"060374316003","City of Arcadia"
"060374317001","City of Arcadia"
"060374317002","City of Arcadia"
"060374317003","City of Arcadia"
"060374317004","City of Arcadia"
"060374317005","City of Arcadia"
"060374318001","City of Arcadia"
"060374318002","Unincorporated - Northeast San Gabriel"
"060374318003","City of Temple City"
"060374319001","City of Temple City"
"060374319002","City of Temple City"
"060374319003","City of Temple City"
"060374320001","City of Temple City"
"060374320002","City of Temple City"
"060374320003","City of Temple City"
"060374320004","City of Temple City"
"060374320005","City of Temple City"
"060374320006","City of Temple City"
"060374321011","City of Temple City"
"060374321012","City of Temple City"
"060374321013","City of Temple City"
"060374321021","City of Temple City"
"060374321022","City of Temple City"
"060374321023","City of Temple City"
"060374321024","City of Temple City"
"060374321025","City of Temple City"
"060374322011","City of Rosemead"
"060374322012","City of Rosemead"
"060374322021","City of Rosemead"
"060374322022","City of Rosemead"
"060374322023","City of Rosemead"
"060374323001","City of El Monte"
"060374323002","City of El Monte"
"060374323003","City of El Monte"
"060374324011","City of El Monte"
"060374324012","City of El Monte"
"060374324021","City of El Monte"
"060374324022","City of El Monte"
"060374324023","City of El Monte"
"060374325001","City of Arcadia"
"060374325002","City of El Monte"
"060374325003","City of El Monte"
"060374325004","City of El Monte"
"060374326011","City of El Monte"
"060374326012","City of El Monte"
"060374326013","City of El Monte"
"060374326014","City of El Monte"
"060374326021","City of El Monte"
"060374326022","City of El Monte"
"060374326023","City of El Monte"
"060374327001","City of El Monte"
"060374327002","City of El Monte"
"060374327003","City of El Monte"
"060374328011","City of El Monte"
"060374328012","City of El Monte"
"060374328021","City of El Monte"
"060374328022","City of El Monte"
"060374328023","City of El Monte"
"060374329011","City of Rosemead"
"060374329012","City of Rosemead"
"060374329013","City of Rosemead"
"060374329021","City of El Monte"
"060374329022","City of Rosemead"
"060374329023","City of Rosemead"
"060374331011","City of El Monte"
"060374331012","City of El Monte"
"060374331021","City of El Monte"
"060374331022","City of El Monte"
"060374332001","City of El Monte"
"060374332002","City of El Monte"
"060374332003","City of El Monte"
"060374332004","City of El Monte"
"060374333021","City of El Monte"
"060374333041","City of El Monte"
"060374333042","City of El Monte"
"060374333051","City of El Monte"
"060374333052","City of El Monte"
"060374333061","City of El Monte"
"060374333062","City of El Monte"
"060374333063","City of El Monte"
"060374333071","City of El Monte"
"060374333072","City of El Monte"
"060374333073","City of El Monte"
"060374334011","City of El Monte"
"060374334012","City of El Monte"
"060374334021","City of El Monte"
"060374334022","City of El Monte"
"060374334031","City of El Monte"
"060374334032","City of El Monte"
"060374334033","City of El Monte"
"060374335011","City of South El Monte"
"060374335031","City of South El Monte"
"060374335032","City of South El Monte"
"060374335041","City of South El Monte"
"060374335042","City of El Monte"
"060374335043","City of El Monte"
"060374336011","City of Rosemead"
"060374336012","City of Rosemead"
"060374336021","City of Rosemead"
"060374337001","City of South El Monte"
"060374337002","City of South El Monte"
"060374337003","Unincorporated - Whittier Narrows"
"060374338011","City of South El Monte"
"060374338012","City of South El Monte"
"060374338013","City of South El Monte"
"060374338014","City of El Monte"
"060374338021","Unincorporated - Whittier Narrows"
"060374338022","City of South El Monte"
"060374339011","City of El Monte"
"060374339012","City of El Monte"
"060374339013","City of El Monte"
"060374339021","City of El Monte"
"060374339022","City of El Monte"
"060374339023","City of El Monte"
"060374340011","City of El Monte"
"060374340012","City of El Monte"
"060374340031","City of El Monte"
"060374340032","City of El Monte"
"060374340033","City of El Monte"
"060374340041","City of South El Monte"
"060374340042","Unincorporated - South El Monte"
"060374600001","Unincorporated - East Pasadena"
"060374600002","City of Pasadena"
"060374600003","City of Pasadena"
"060374600004","City of Pasadena"
"060374601001","Unincorporated - Altadena"
"060374601002","Unincorporated - Altadena"
"060374601003","Unincorporated - Altadena"
"060374601004","Unincorporated - Altadena"
"060374601005","Unincorporated - Altadena"
"060374602001","Unincorporated - Altadena"
"060374602002","Unincorporated - Altadena"
"060374602003","Unincorporated - Altadena"
"060374602004","Unincorporated - Altadena"
"060374602005","Unincorporated - Altadena"
"060374603011","Unincorporated - Altadena"
"060374603012","Unincorporated - Altadena"
"060374603013","Unincorporated - Altadena"
"060374603014","Unincorporated - Altadena"
"060374603021","Unincorporated - Altadena"
"060374603022","Unincorporated - Altadena"
"060374603023","Unincorporated - Altadena"
"060374603024","Unincorporated - Altadena"
"060374604011","City of Pasadena"
"060374604012","City of Pasadena"
"060374605011","City of La Canada Flintridge"
"060374605012","City of La Canada Flintridge"
"060374605013","City of La Canada Flintridge"
"060374605021","City of La Canada Flintridge"
"060374605022","City of La Canada Flintridge"
"060374605023","City of La Canada Flintridge"
"060374605024","City of La Canada Flintridge"
"060374605025","City of La Canada Flintridge"
"060374605026","City of La Canada Flintridge"
"060374606001","City of La Canada Flintridge"
"060374606002","City of La Canada Flintridge"
"060374606003","City of La Canada Flintridge"
"060374606004","City of La Canada Flintridge"
"060374607001","City of La Canada Flintridge"
"060374607002","City of La Canada Flintridge"
"060374607003","City of La Canada Flintridge"
"060374607004","City of La Canada Flintridge"
"060374607005","City of La Canada Flintridge"
"060374608001","City of Pasadena"
"060374608002","City of Pasadena"
"060374609001","City of Pasadena"
"060374609002","City of Pasadena"
"060374609003","City of Pasadena"
"060374609004","City of Pasadena"
"060374609005","City of Pasadena"
"060374610001","Unincorporated - Altadena"
"060374610002","Unincorporated - Altadena"
"060374610003","Unincorporated - Altadena"
"060374610004","Unincorporated - Altadena"
"060374611001","Unincorporated - Altadena"
"060374611002","Unincorporated - Altadena"
"060374611003","Unincorporated - Altadena"
"060374611004","Unincorporated - Altadena"
"060374612001","Unincorporated - Altadena"
"060374612002","Unincorporated - Altadena"
"060374612003","Unincorporated - Altadena"
"060374612004","Unincorporated - Altadena"
"060374613001","Unincorporated - Altadena"
"060374613002","Unincorporated - Altadena"
"060374613003","Unincorporated - Altadena"
"060374613004","Unincorporated - Altadena"
"060374613005","Unincorporated - Altadena"
"060374614001","City of Pasadena"
"060374614002","City of Pasadena"
"060374614003","City of Pasadena"
"060374615011","City of Pasadena"
"060374615012","City of Pasadena"
"060374615013","City of Pasadena"
"060374615021","City of Pasadena"
"060374615022","City of Pasadena"
"060374615023","City of Pasadena"
"060374615024","City of Pasadena"
"060374616001","City of Pasadena"
"060374616002","City of Pasadena"
"060374616003","City of Pasadena"
"060374616004","City of Pasadena"
"060374617001","City of Pasadena"
"060374617002","City of Pasadena"
"060374619011","City of Pasadena"
"060374619012","City of Pasadena"
"060374619013","City of Pasadena"
"060374619021","City of Pasadena"
"060374619022","City of Pasadena"
"060374620011","City of Pasadena"
"060374620012","City of Pasadena"
"060374620021","City of Pasadena"
"060374620022","City of Pasadena"
"060374620023","City of Pasadena"
"060374621001","City of Pasadena"
"060374621002","City of Pasadena"
"060374621003","City of Pasadena"
"060374622011","City of Pasadena"
"060374622012","City of Pasadena"
"060374622013","City of Pasadena"
"060374622021","City of Pasadena"
"060374622022","City of Pasadena"
"060374623011","City of Pasadena"
"060374623012","City of Pasadena"
"060374623013","City of Pasadena"
"060374623014","City of Pasadena"
"060374623021","City of Pasadena"
"060374623022","City of Pasadena"
"060374623023","City of Pasadena"
"060374624001","City of Pasadena"
"060374624002","City of Pasadena"
"060374624003","City of Pasadena"
"060374624004","City of Pasadena"
"060374625001","City of Pasadena"
"060374625002","City of Pasadena"
"060374625003","City of Pasadena"
"060374625004","City of Pasadena"
"060374626001","City of Pasadena"
"060374626002","City of Pasadena"
"060374627001","City of Pasadena"
"060374627002","City of Pasadena"
"060374627003","City of Pasadena"
"060374627004","City of Pasadena"
"060374627005","City of Pasadena"
"060374628001","City of Pasadena"
"060374628002","City of Pasadena"
"060374629001","City of Pasadena"
"060374629002","City of Pasadena"
"060374629003","City of Pasadena"
"060374630001","City of Pasadena"
"060374630002","City of Pasadena"
"060374631011","Unincorporated - East Pasadena"
"060374631012","Unincorporated - East Pasadena"
"060374631021","Unincorporated - East Pasadena"
"060374631022","Unincorporated - East Pasadena"
"060374631023","Unincorporated - East Pasadena"
"060374632001","City of Pasadena"
"060374632002","City of Pasadena"
"060374632003","City of Pasadena"
"060374633001","Unincorporated - San Pasqual"
"060374633002","Unincorporated - San Pasqual"
"060374634001","City of Pasadena"
"060374634002","City of Pasadena"
"060374634003","City of Pasadena"
"060374634004","City of Pasadena"
"060374635001","City of Pasadena"
"060374635002","City of Pasadena"
"060374635003","City of Pasadena"
"060374636011","City of Pasadena"
"060374636012","City of Pasadena"
"060374636013","City of Pasadena"
"060374636014","City of Pasadena"
"060374636021","City of Pasadena"
"060374636022","City of Pasadena"
"060374636023","City of Pasadena"
"060374636024","City of Pasadena"
"060374637001","City of Pasadena"
"060374637002","City of Pasadena"
"060374638001","City of Pasadena"
"060374638002","City of Pasadena"
"060374638003","City of Pasadena"
"060374638004","City of Pasadena"
"060374639001","City of Pasadena"
"060374639002","City of Pasadena"
"060374639003","City of Pasadena"
"060374640001","City of Pasadena"
"060374640002","City of Pasadena"
"060374640003","City of Pasadena"
"060374640004","City of Pasadena"
"060374640005","City of Pasadena"
"060374641001","City of San Marino"
"060374641002","City of San Marino"
"060374641003","City of San Marino"
"060374641004","City of San Marino"
"060374641005","City of San Marino"
"060374641006","City of San Marino"
"060374641007","City of San Marino"
"060374642001","City of San Marino"
"060374642002","City of San Marino"
"060374642003","City of San Marino"
"060374642004","City of San Marino"
"060374642005","City of San Marino"
"060374642006","City of San Marino"
"060374800021","Unincorporated - Northeast San Gabriel"
"060374800022","Unincorporated - Northeast San Gabriel"
"060374800023","Unincorporated - Northeast San Gabriel"
"060374800111","Unincorporated - Northeast San Gabriel"
"060374800112","Unincorporated - Northeast San Gabriel"
"060374800121","Unincorporated - Northeast San Gabriel"
"060374800122","City of Temple City"
"060374800123","Unincorporated - Northeast San Gabriel"
"060374800124","Unincorporated - Northeast San Gabriel"
"060374801011","City of Temple City"
"060374801012","City of Temple City"
"060374801013","City of Temple City"
"060374801021","Unincorporated - Northeast San Gabriel"
"060374801022","City of San Gabriel"
"060374801023","Unincorporated - Northeast San Gabriel"
"060374802011","City of San Gabriel"
"060374802012","City of San Gabriel"
"060374802013","City of San Gabriel"
"060374802021","City of San Gabriel"
"060374802022","City of San Gabriel"
"060374802023","City of San Gabriel"
"060374803021","City of Alhambra"
"060374803022","City of Alhambra"
"060374803023","City of Alhambra"
"060374803031","City of Alhambra"
"060374803032","City of Alhambra"
"060374803041","City of Alhambra"
"060374803042","City of Alhambra"
"060374803043","City of Alhambra"
"060374804001","City of Alhambra"
"060374804002","City of Alhambra"
"060374804003","City of Alhambra"
"060374805001","City of South Pasadena"
"060374805002","City of South Pasadena"
"060374805003","City of South Pasadena"
"060374805004","City of South Pasadena"
"060374806001","City of South Pasadena"
"060374806002","City of South Pasadena"
"060374806003","City of South Pasadena"
"060374806004","City of South Pasadena"
"060374806005","City of South Pasadena"
"060374806006","City of South Pasadena"
"060374807021","City of South Pasadena"
"060374807022","City of South Pasadena"
"060374807031","City of South Pasadena"
"060374807032","City of South Pasadena"
"060374807033","City of South Pasadena"
"060374807041","City of South Pasadena"
"060374807042","City of South Pasadena"
"060374808021","City of Alhambra"
"060374808022","City of Alhambra"
"060374808031","City of Alhambra"
"060374808032","City of Alhambra"
"060374808033","City of Alhambra"
"060374808034","City of Alhambra"
"060374808041","City of Alhambra"
"060374808042","City of Alhambra"
"060374809011","City of Alhambra"
"060374809012","City of Alhambra"
"060374809021","City of Alhambra"
"060374809022","City of Alhambra"
"060374809031","City of Alhambra"
"060374810011","City of Alhambra"
"060374810012","City of Alhambra"
"060374810013","City of Alhambra"
"060374810021","City of Alhambra"
"060374810022","City of Alhambra"
"060374810023","City of Alhambra"
"060374811011","City of San Gabriel"
"060374811012","City of San Gabriel"
"060374811021","City of San Gabriel"
"060374811022","City of San Gabriel"
"060374811023","City of San Gabriel"
"060374811031","City of San Gabriel"
"060374811032","City of San Gabriel"
"060374811033","City of San Gabriel"
"060374811034","City of San Gabriel"
"060374811035","City of San Gabriel"
"060374812011","City of Temple City"
"060374812012","City of Temple City"
"060374812013","City of Temple City"
"060374812021","Unincorporated - Northeast San Gabriel"
"060374812022","Unincorporated - Northeast San Gabriel"
"060374812023","Unincorporated - Northeast San Gabriel"
"060374813001","City of Rosemead"
"060374813002","City of Rosemead"
"060374814011","City of San Gabriel"
"060374814012","City of San Gabriel"
"060374814013","City of San Gabriel"
"060374814021","City of San Gabriel"
"060374814022","City of San Gabriel"
"060374814023","City of San Gabriel"
"060374814024","City of San Gabriel"
"060374814025","City of San Gabriel"
"060374814026","City of San Gabriel"
"060374815001","City of Alhambra"
"060374815002","City of Alhambra"
"060374815003","City of Alhambra"
"060374815004","City of Alhambra"
"060374816031","City of Alhambra"
"060374816032","City of Alhambra"
"060374816041","City of Alhambra"
"060374816042","City of Alhambra"
"060374816051","City of Alhambra"
"060374816052","City of Alhambra"
"060374816053","City of Alhambra"
"060374816061","City of Alhambra"
"060374816062","City of Alhambra"
"060374816063","City of Alhambra"
"060374817111","City of Monterey Park"
"060374817112","City of Monterey Park"
"060374817121","City of Monterey Park"
"060374817122","City of Monterey Park"
"060374817131","City of Monterey Park"
"060374817132","City of Monterey Park"
"060374817141","City of Monterey Park"
"060374817142","City of Monterey Park"
"060374818001","City of Alhambra"
"060374818002","City of Alhambra"
"060374818003","City of Alhambra"
"060374819011","City of Alhambra"
"060374819012","City of Alhambra"
"060374819013","City of Alhambra"
"060374819014","City of Alhambra"
"060374819021","City of Alhambra"
"060374820011","City of Monterey Park"
"060374820012","City of Monterey Park"
"060374820021","City of Monterey Park"
"060374820022","City of Monterey Park"
"060374820023","City of Monterey Park"
"060374820024","City of Monterey Park"
"060374821011","City of Monterey Park"
"060374821012","City of Monterey Park"
"060374821013","City of Monterey Park"
"060374821021","City of Monterey Park"
"060374821022","City of Monterey Park"
"060374822011","City of Monterey Park"
"060374822012","City of Monterey Park"
"060374822013","City of Monterey Park"
"060374822021","City of Monterey Park"
"060374822022","City of Monterey Park"
"060374822023","City of Monterey Park"
"060374823011","City of San Gabriel"
"060374823012","City of San Gabriel"
"060374823013","City of San Gabriel"
"060374823014","City of San Gabriel"
"060374823015","City of San Gabriel"
"060374823031","City of Rosemead"
"060374823032","City of Rosemead"
"060374823033","City of Rosemead"
"060374823041","City of Rosemead"
"060374823042","City of Rosemead"
"060374824011","City of Rosemead"
"060374824012","City of Rosemead"
"060374824013","City of Rosemead"
"060374824021","City of Rosemead"
"060374824022","Unincorporated - South San Gabriel"
"060374825021","City of Rosemead"
"060374825022","City of Rosemead"
"060374825031","City of Rosemead"
"060374825032","City of Rosemead"
"060374825211","Unincorporated - South San Gabriel"
"060374825212","Unincorporated - South San Gabriel"
"060374825213","Unincorporated - South San Gabriel"
"060374825221","City of Rosemead"
"060374825222","City of Montebello"
