"GEOID","community"
"060374825223","City of Montebello"
"060374826001","City of Monterey Park"
"060374826002","City of Monterey Park"
"060374826003","City of Monterey Park"
"060374826004","City of Monterey Park"
"060374827011","City of Monterey Park"
"060374827012","City of Monterey Park"
"060374827013","City of Monterey Park"
"060374827014","City of Monterey Park"
"060374827021","City of Monterey Park"
"060374827022","City of Monterey Park"
"060374828001","City of Monterey Park"
"060374828002","City of Monterey Park"
"060374828003","City of Monterey Park"
"060375001001","City of La Habra Heights"
"060375001002","City of La Habra Heights"
"060375001003","City of La Habra Heights"
"060375002011","City of La Habra Heights"
"060375002012","City of Whittier"
"060375002013","City of Whittier"
"060375002021","City of Whittier"
"060375002022","City of Whittier"
"060375002023","City of Whittier"
"060375002024","City of Whittier"
"060375002025","City of Whittier"
"060375003001","Unincorporated - Whittier"
"060375004021","City of Pico Rivera"
"060375004022","City of Pico Rivera"
"060375004023","City of Pico Rivera"
"060375004031","City of Pico Rivera"
"060375004032","City of Pico Rivera"
"060375004041","City of Pico Rivera"
"060375004042","City of Pico Rivera"
"060375004043","City of Pico Rivera"
"060375004044","City of Pico Rivera"
"060375005001","City of Pico Rivera"
"060375006001","City of Pico Rivera"
"060375006002","City of Pico Rivera"
"060375006003","City of Pico Rivera"
"060375006004","City of Pico Rivera"
"060375006005","City of Pico Rivera"
"060375007001","City of Pico Rivera"
"060375007002","City of Pico Rivera"
"060375007003","City of Pico Rivera"
"060375007004","City of Pico Rivera"
"060375007005","City of Pico Rivera"
"060375007006","City of Pico Rivera"
"060375008001","City of Pico Rivera"
"060375008002","City of Pico Rivera"
"060375008003","City of Pico Rivera"
"060375008004","City of Pico Rivera"
"060375009001","City of Pico Rivera"
"060375009002","City of Pico Rivera"
"060375009003","City of Pico Rivera"
"060375009004","City of Pico Rivera"
"060375010011","Unincorporated - West Whittier/Los Nietos"
"060375010012","Unincorporated - West Whittier/Los Nietos"
"060375010013","Unincorporated - West Whittier/Los Nietos"
"060375010021","Unincorporated - West Whittier/Los Nietos"
"060375010022","Unincorporated - West Whittier/Los Nietos"
"060375010023","Unincorporated - West Whittier/Los Nietos"
"060375010024","Unincorporated - West Whittier/Los Nietos"
"060375010025","Unincorporated - West Whittier/Los Nietos"
"060375012001","City of Whittier"
"060375012002","City of Whittier"
"060375013001","City of Whittier"
"060375013002","City of Whittier"
"060375013003","City of Whittier"
"060375013004","City of Whittier"
"060375013005","City of Whittier"
"060375013006","City of Whittier"
"060375014001","City of Whittier"
"060375014002","City of Whittier"
"060375014003","City of Whittier"
"060375015011","Unincorporated - Whittier"
"060375015031","City of Whittier"
"060375015032","City of Whittier"
"060375015033","City of Whittier"
"060375015034","City of Whittier"
"060375015041","City of Whittier"
"060375015042","City of Whittier"
"060375015043","City of Whittier"
"060375016001","City of Whittier"
"060375016002","City of Whittier"
"060375016003","City of Whittier"
"060375016004","City of Whittier"
"060375016005","City of Whittier"
"060375017001","City of Whittier"
"060375017002","City of Whittier"
"060375017003","City of Whittier"
"060375017004","City of Whittier"
"060375018021","City of Whittier"
"060375018022","City of Whittier"
"060375018023","City of Whittier"
"060375018031","City of Whittier"
"060375018032","City of Whittier"
"060375018041","City of Whittier"
"060375018042","City of Whittier"
"060375019001","City of Whittier"
"060375019002","City of Whittier"
"060375019003","City of Whittier"
"060375019004","City of Whittier"
"060375020031","City of Whittier"
"060375020032","City of Whittier"
"060375020041","City of Whittier"
"060375020042","City of Whittier"
"060375020051","Unincorporated - South Whittier"
"060375020052","City of Whittier"
"060375020053","Unincorporated - South Whittier"
"060375021001","Unincorporated - West Whittier/Los Nietos"
"060375021002","City of Whittier"
"060375021003","Unincorporated - West Whittier/Los Nietos"
"060375022001","Unincorporated - West Whittier/Los Nietos"
"060375022002","Unincorporated - West Whittier/Los Nietos"
"060375022003","Unincorporated - West Whittier/Los Nietos"
"060375022004","Unincorporated - West Whittier/Los Nietos"
"060375022005","Unincorporated - West Whittier/Los Nietos"
"060375023011","Unincorporated - West Whittier/Los Nietos"
"060375023012","Unincorporated - West Whittier/Los Nietos"
"060375023013","Unincorporated - West Whittier/Los Nietos"
"060375023014","Unincorporated - West Whittier/Los Nietos"
"060375023015","Unincorporated - West Whittier/Los Nietos"
"060375023021","City of Santa Fe Springs"
"060375024011","City of Pico Rivera"
"060375024012","City of Pico Rivera"
"060375024013","City of Pico Rivera"
"060375024021","City of Pico Rivera"
"060375024022","City of Pico Rivera"
"060375024023","City of Pico Rivera"
"060375025001","City of Pico Rivera"
"060375025002","City of Pico Rivera"
"060375026011","City of Pico Rivera"
"060375026012","City of Pico Rivera"
"060375026013","City of Pico Rivera"
"060375026014","City of Pico Rivera"
"060375026015","City of Pico Rivera"
"060375026021","City of Pico Rivera"
"060375026022","City of Pico Rivera"
"060375026023","City of Pico Rivera"
"060375027001","City of Santa Fe Springs"
"060375027002","City of Santa Fe Springs"
"060375027003","City of Santa Fe Springs"
"060375027004","City of Santa Fe Springs"
"060375027005","City of Santa Fe Springs"
"060375028011","City of Santa Fe Springs"
"060375028012","City of Santa Fe Springs"
"060375028013","City of Santa Fe Springs"
"060375028014","City of Santa Fe Springs"
"060375028015","City of Santa Fe Springs"
"060375028021","City of Santa Fe Springs"
"060375028022","City of Santa Fe Springs"
"060375029011","Unincorporated - South Whittier"
"060375029012","Unincorporated - South Whittier"
"060375029013","Unincorporated - South Whittier"
"060375029021","City of Santa Fe Springs"
"060375029022","City of Santa Fe Springs"
"060375029023","Unincorporated - South Whittier"
"060375030001","Unincorporated - South Whittier"
"060375030002","Unincorporated - South Whittier"
"060375030003","Unincorporated - South Whittier"
"060375031031","Unincorporated - South Whittier"
"060375031032","Unincorporated - South Whittier"
"060375031033","Unincorporated - South Whittier"
"060375031034","Unincorporated - South Whittier"
"060375031041","Unincorporated - South Whittier"
"060375031042","Unincorporated - South Whittier"
"060375031051","Unincorporated - South Whittier"
"060375031052","Unincorporated - South Whittier"
"060375031061","Unincorporated - South Whittier"
"060375031062","Unincorporated - South Whittier"
"060375031063","Unincorporated - South Whittier"
"060375032011","Unincorporated - South Whittier"
"060375032012","Unincorporated - South Whittier"
"060375032013","Unincorporated - South Whittier"
"060375032021","Unincorporated - South Whittier"
"060375032022","Unincorporated - South Whittier"
"060375032023","Unincorporated - South Whittier"
"060375033011","City of Whittier"
"060375033012","City of Whittier"
"060375033013","City of Whittier"
"060375033014","City of Whittier"
"060375033021","Unincorporated - South Whittier"
"060375033022","Unincorporated - South Whittier"
"060375033023","Unincorporated - South Whittier"
"060375034011","City of Whittier"
"060375034012","City of Whittier"
"060375034013","City of Whittier"
"060375034014","City of Whittier"
"060375034015","City of Whittier"
"060375034021","City of Whittier"
"060375034022","City of Whittier"
"060375034023","City of Whittier"
"060375035011","Unincorporated - South Whittier"
"060375035012","Unincorporated - South Whittier"
"060375035013","Unincorporated - South Whittier"
"060375035021","City of Whittier"
"060375035022","Unincorporated - South Whittier"
"060375035023","Unincorporated - South Whittier"
"060375035024","City of Whittier"
"060375036011","City of La Mirada"
"060375036012","City of La Mirada"
"060375036013","City of La Mirada"
"060375036021","City of La Mirada"
"060375036022","City of La Mirada"
"060375037011","Unincorporated - East Whittier"
"060375037012","Unincorporated - East Whittier"
"060375037021","Unincorporated - East La Mirada"
"060375037022","Unincorporated - East La Mirada"
"060375037031","City of La Mirada"
"060375037032","City of La Mirada"
"060375037033","City of La Mirada"
"060375038011","City of La Mirada"
"060375038012","City of La Mirada"
"060375038013","City of La Mirada"
"060375038014","City of La Mirada"
"060375038021","City of La Mirada"
"060375038022","City of La Mirada"
"060375038023","City of La Mirada"
"060375039011","City of La Mirada"
"060375039012","City of La Mirada"
"060375039021","City of La Mirada"
"060375039022","City of La Mirada"
"060375039023","City of La Mirada"
"060375039024","City of La Mirada"
"060375040011","City of La Mirada"
"060375040012","City of La Mirada"
"060375040013","City of La Mirada"
"060375040021","City of La Mirada"
"060375040022","City of La Mirada"
"060375040023","City of La Mirada"
"060375040024","City of La Mirada"
"060375040025","City of La Mirada"
"060375041011","City of La Mirada"
"060375041012","City of La Mirada"
"060375041013","City of La Mirada"
"060375041021","City of Santa Fe Springs"
"060375300031","City of Montebello"
"060375300032","City of Montebello"
"060375300041","City of Montebello"
"060375300042","City of Montebello"
"060375300051","City of Montebello"
"060375300052","City of Montebello"
"060375300061","City of Montebello"
"060375300062","City of Montebello"
"060375301011","City of Montebello"
"060375301012","City of Montebello"
"060375301013","City of Montebello"
"060375301014","City of Montebello"
"060375301021","City of Montebello"
"060375301022","City of Montebello"
"060375301023","City of Montebello"
"060375301024","City of Montebello"
"060375302021","City of Montebello"
"060375302022","City of Montebello"
"060375302023","City of Montebello"
"060375302031","City of Montebello"
"060375302032","City of Montebello"
"060375302041","City of Montebello"
"060375302042","City of Montebello"
"060375303011","Unincorporated - East Los Angeles"
"060375303012","Unincorporated - East Los Angeles"
"060375303021","Unincorporated - East Los Angeles"
"060375303022","Unincorporated - East Los Angeles"
"060375303023","Unincorporated - East Los Angeles"
"060375303024","Unincorporated - East Los Angeles"
"060375304001","Unincorporated - East Los Angeles"
"060375304002","City of Monterey Park"
"060375305001","Unincorporated - East Los Angeles"
"060375305002","Unincorporated - East Los Angeles"
"060375305003","Unincorporated - East Los Angeles"
"060375305004","Unincorporated - East Los Angeles"
"060375306011","Unincorporated - East Los Angeles"
"060375306012","Unincorporated - East Los Angeles"
"060375306021","Unincorporated - East Los Angeles"
"060375307001","Unincorporated - East Los Angeles"
"060375308011","Unincorporated - East Los Angeles"
"060375308012","Unincorporated - East Los Angeles"
"060375308013","Unincorporated - East Los Angeles"
"060375308014","Unincorporated - East Los Angeles"
"060375308021","Unincorporated - East Los Angeles"
"060375308022","Unincorporated - East Los Angeles"
"060375309011","Unincorporated - East Los Angeles"
"060375309012","Unincorporated - East Los Angeles"
"060375309013","Unincorporated - East Los Angeles"
"060375309021","Unincorporated - East Los Angeles"
"060375309022","Unincorporated - East Los Angeles"
"060375310001","Unincorporated - East Los Angeles"
"060375310002","Unincorporated - East Los Angeles"
"060375310003","Unincorporated - East Los Angeles"
"060375311011","Unincorporated - East Los Angeles"
"060375311012","Unincorporated - East Los Angeles"
"060375311013","Unincorporated - East Los Angeles"
"060375311014","Unincorporated - East Los Angeles"
"060375311021","Unincorporated - East Los Angeles"
"060375311022","Unincorporated - East Los Angeles"
"060375312011","Unincorporated - East Los Angeles"
"060375312012","Unincorporated - East Los Angeles"
"060375312021","Unincorporated - East Los Angeles"
"060375312022","Unincorporated - East Los Angeles"
