"GEOID","Pop_total","Limited_Eng_per","Poverty_per","Uninsured_per","NonHisp_asian_per","NonHisp_pi_per","NonHisp_black_per","NonHisp_white_per","Hisp_per","NonHisp_ai_per","Male_per","Female_per","Age_5under_per","Age_5to14_per","Age_15to17_per","Age_18to20_per","Age_21to64_per","Age_65above_per"
"060371959011",2237,9.01408450704225,11.2740604949588,14.5737855178735,16.5400089405454,0,1.87751452838623,44.1215914170764,36.1198033080018,0.536432722396066,56.5489494859186,43.4510505140814,4.78319177469826,1.51989271345552,2.05632543585159,0.75994635672776,79.1238265534198,11.7568171658471
"060377008013",685,24.3795620437956,31.8248175182482,0,0,0,0,98.5401459854015,0,0,28.3211678832117,71.6788321167883,0,2.62773722627737,2.62773722627737,2.91970802919708,45.2554744525547,46.5693430656934
"060377005021",3135,0.641642605068977,9.92025518341308,4.94417862838915,6.02870813397129,0,0.0956937799043062,77.5757575757576,14.6730462519936,0,56.2041467304625,43.7958532695375,0.574162679425837,2.87081339712919,0,0,80.1275917065391,16.4274322169059
"060377005011",1224,3.29113924050633,6.78104575163399,10.3758169934641,7.76143790849673,0,2.85947712418301,67.3202614379085,14.8692810457516,0,61.2745098039216,38.7254901960784,3.18627450980392,0,0,3.18627450980392,84.2320261437908,9.39542483660131
"060372124102",3056,38.804920913884,17.4712643678161,31.7408376963351,31.6753926701571,0,2.5196335078534,5.75916230366492,57.7879581151832,0,58.1806282722513,41.8193717277487,6.90445026178011,6.74083769633508,3.43586387434555,3.89397905759162,70.8769633507853,8.1479057591623
"060379105013",1882,10.4708798017348,41.8703506907545,9.08607863974495,2.60361317747078,0,17.1094580233794,5.41976620616366,74.8671625929862,0,43.7832093517535,56.2167906482466,14.240170031881,26.1424017003188,1.96599362380446,2.23166843783209,52.6036131774708,2.81615302869288
"060372080001",3323,16.8390433096315,33.7947637676798,21.0953957267529,26.5723743605176,0,9.35901294011435,13.9632861871803,46.7047848329822,0,53.957267529341,46.042732470659,6.8913632260006,10.1715317484201,1.38429130303942,1.74541077339753,76.7679807402949,3.03942220884743
"060376036001",1428,13.7707281903389,16.7366946778711,11.2044817927171,20.3781512605042,0,10.3641456582633,19.7478991596639,45.6582633053221,0,55.5322128851541,44.4677871148459,2.87114845938375,16.9467787114846,1.82072829131653,3.36134453781513,63.4453781512605,11.5546218487395
"060376210021",879,0,7.62229806598407,0.68259385665529,6.25711035267349,0,0.68259385665529,88.9647326507395,3.29920364050057,0,58.2480091012514,41.7519908987486,1.82025028441411,4.55062571103527,0.796359499431172,0,73.9476678043231,18.8850967007964
"060377004004",806,0,6.82382133995037,11.9106699751861,4.3424317617866,0,0,83.4987593052109,12.1588089330025,0,50.4962779156328,49.5037220843672,0,0,0,0,81.2655086848635,18.7344913151365
